
===================================================
Simulating (simso.schedulers.EDF) on config (config_overhead_2_50_50.xml) 
with sim module (default_simulator).
Chroms: 30, Gen: 100, ESC: 0.1 0.5 0.4, MR: 1.5
Selection: Roulette, MS: False, Crossover: OX2, Keep Elite: False
===================================================


Rank 4 - Fitness: 285, Migrations: 3, Preemptions: 282, NL: 0.9797, Exceeded Count: 0
Rank 5 - Fitness: 285, Migrations: 0, Preemptions: 285, NL: 0.9795, Exceeded Count: 0
AVERAGE - Fitness: 557.26, Migrations: 2.2, Preemptions: 288.5, NL: 0.9735, Exceeded Count: 5.3

Elite: [Chrom30, Chrom89, Chrom19, Chrom44, Chrom62, Chrom66, Chrom78, Chrom7, Chrom4, Chrom38]
Mutating k1(Task 70) and k2(Task 35) in chromosome (6)
Mutating k1(Task 74) and k2(Task 76) in chromosome (6)
Mutating k1(Task 11) and k2(Task 28) in chromosome (6)
Mutating k1(Task 10) and k2(Task 8) in chromosome (6)
Mutating k1(Task 95) and k2(Task 14) in chromosome (67)
Mutating k1(Task 6) and k2(Task 18) in chromosome (67)
Mutating k1(Task 84) and k2(Task 19) in chromosome (67)
Mutating k1(Task 89) and k2(Task 15) in chromosome (9)
Mutating k1(Task 83) and k2(Task 2) in chromosome (9)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 35..
..Gen 35 running complete. (Time: 64.97 secs).

Rank 1 - Fitness: 279, Migrations: 2, Preemptions: 277, NL: 0.9744, Exceeded Count: 0
Rank 2 - Fitness: 279, Migrations: 0, Preemptions: 279, NL: 0.9769, Exceeded Count: 0
Rank 3 - Fitness: 282, Migrations: 0, Preemptions: 282, NL: 0.9776, Exceeded Count: 0
Rank 4 - Fitness: 285, Migrations: 3, Preemptions: 282, NL: 0.9797, Exceeded Count: 0
Rank 5 - Fitness: 285, Migrations: 0, Preemptions: 285, NL: 0.9795, Exceeded Count: 0
AVERAGE - Fitness: 553.02, Migrations: 2.1, Preemptions: 288.4, NL: 0.9733, Exceeded Count: 5.2

Elite: [Chrom30, Chrom89, Chrom19, Chrom44, Chrom62, Chrom66, Chrom78, Chrom7, Chrom4, Chrom38]
Mutating k1(Task 8) and k2(Task 57) in chromosome (92)
Mutating k1(Task 24) and k2(Task 95) in chromosome (92)
Mutating k1(Task 51) and k2(Task 20) in chromosome (92)
Mutating k1(Task 15) and k2(Task 59) in chromosome (92)
Mutating k1(Task 96) and k2(Task 12) in chromosome (92)
Mutating k1(Task 77) and k2(Task 3) in chromosome (26)
Mutating k1(Task 7) and k2(Task 40) in chromosome (26)
Mutating k1(Task 92) and k2(Task 50) in chromosome (34)
Mutating k1(Task 15) and k2(Task 36) in chromosome (34)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 36..
..Gen 36 running complete. (Time: 65.13 secs).

Rank 1 - Fitness: 277, Migrations: 2, Preemptions: 275, NL: 0.9787, Exceeded Count: 0
Rank 2 - Fitness: 279, Migrations: 2, Preemptions: 277, NL: 0.9744, Exceeded Count: 0
Rank 3 - Fitness: 279, Migrations: 0, Preemptions: 279, NL: 0.9769, Exceeded Count: 0
Rank 4 - Fitness: 282, Migrations: 0, Preemptions: 282, NL: 0.9776, Exceeded Count: 0
Rank 5 - Fitness: 285, Migrations: 3, Preemptions: 282, NL: 0.9797, Exceeded Count: 0
AVERAGE - Fitness: 547.39, Migrations: 2.4, Preemptions: 290.0, NL: 0.9738, Exceeded Count: 5.1

Elite: [Chrom22, Chrom30, Chrom89, Chrom19, Chrom44, Chrom62, Chrom66, Chrom78, Chrom7, Chrom16]
Mutating k1(Task 62) and k2(Task 59) in chromosome (34)
Mutating k1(Task 94) and k2(Task 44) in chromosome (34)
Mutating k1(Task 68) and k2(Task 58) in chromosome (34)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 37..
..Gen 37 running complete. (Time: 65.43 secs).

Rank 1 - Fitness: 277, Migrations: 2, Preemptions: 275, NL: 0.9787, Exceeded Count: 0
Rank 2 - Fitness: 279, Migrations: 2, Preemptions: 277, NL: 0.9744, Exceeded Count: 0
Rank 3 - Fitness: 279, Migrations: 0, Preemptions: 279, NL: 0.9769, Exceeded Count: 0
Rank 4 - Fitness: 282, Migrations: 0, Preemptions: 282, NL: 0.9776, Exceeded Count: 0
Rank 5 - Fitness: 285, Migrations: 3, Preemptions: 282, NL: 0.9797, Exceeded Count: 0
AVERAGE - Fitness: 553.73, Migrations: 2.3, Preemptions: 289.5, NL: 0.9736, Exceeded Count: 5.2

Elite: [Chrom22, Chrom30, Chrom89, Chrom19, Chrom44, Chrom62, Chrom66, Chrom78, Chrom7, Chrom16]
Mutating k1(Task 10) and k2(Task 95) in chromosome (29)
Mutating k1(Task 53) and k2(Task 9) in chromosome (29)
Mutating k1(Task 50) and k2(Task 72) in chromosome (29)
Mutating k1(Task 42) and k2(Task 58) in chromosome (31)
Mutating k1(Task 2) and k2(Task 54) in chromosome (31)
	-----> MUTATING ELITE CHROMOSOME (7)
Mutating k1(Task 57) and k2(Task 65) in chromosome (7)
Mutating k1(Task 63) and k2(Task 75) in chromosome (7)
Mutating k1(Task 50) and k2(Task 61) in chromosome (7)
Mutating k1(Task 30) and k2(Task 86) in chromosome (7)
Mutating k1(Task 2) and k2(Task 75) in chromosome (7)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 38..
..Gen 38 running complete. (Time: 65.42 secs).

Rank 1 - Fitness: 277, Migrations: 2, Preemptions: 275, NL: 0.9787, Exceeded Count: 0
Rank 2 - Fitness: 279, Migrations: 2, Preemptions: 277, NL: 0.9744, Exceeded Count: 0
Rank 3 - Fitness: 279, Migrations: 0, Preemptions: 279, NL: 0.9769, Exceeded Count: 0
Rank 4 - Fitness: 282, Migrations: 0, Preemptions: 282, NL: 0.9776, Exceeded Count: 0
Rank 5 - Fitness: 283, Migrations: 2, Preemptions: 281, NL: 0.9761, Exceeded Count: 0
AVERAGE - Fitness: 529.19, Migrations: 2.4, Preemptions: 288.8, NL: 0.9741, Exceeded Count: 4.8

Elite: [Chrom22, Chrom30, Chrom89, Chrom19, Chrom60, Chrom44, Chrom62, Chrom66, Chrom78, Chrom75]
Mutating k1(Task 76) and k2(Task 19) in chromosome (11)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 39..
..Gen 39 running complete. (Time: 65.52 secs).

Rank 1 - Fitness: 277, Migrations: 2, Preemptions: 275, NL: 0.9787, Exceeded Count: 0
Rank 2 - Fitness: 279, Migrations: 2, Preemptions: 277, NL: 0.9744, Exceeded Count: 0
Rank 3 - Fitness: 279, Migrations: 0, Preemptions: 279, NL: 0.9769, Exceeded Count: 0
Rank 4 - Fitness: 282, Migrations: 0, Preemptions: 282, NL: 0.9776, Exceeded Count: 0
Rank 5 - Fitness: 282, Migrations: 3, Preemptions: 279, NL: 0.9842, Exceeded Count: 0
AVERAGE - Fitness: 516.2, Migrations: 2.1, Preemptions: 289.1, NL: 0.9745, Exceeded Count: 4.5

Elite: [Chrom22, Chrom30, Chrom89, Chrom19, Chrom84, Chrom60, Chrom44, Chrom62, Chrom66, Chrom78]
Mutating k1(Task 15) and k2(Task 57) in chromosome (11)
Mutating k1(Task 99) and k2(Task 66) in chromosome (11)
Mutating k1(Task 10) and k2(Task 94) in chromosome (41)
Mutating k1(Task 86) and k2(Task 5) in chromosome (41)
Mutating k1(Task 46) and k2(Task 44) in chromosome (41)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 40..
..Gen 40 running complete. (Time: 65.55 secs).

Rank 1 - Fitness: 273, Migrations: 1, Preemptions: 272, NL: 0.9797, Exceeded Count: 0
Rank 2 - Fitness: 277, Migrations: 2, Preemptions: 275, NL: 0.9787, Exceeded Count: 0
Rank 3 - Fitness: 279, Migrations: 2, Preemptions: 277, NL: 0.9744, Exceeded Count: 0
Rank 4 - Fitness: 279, Migrations: 0, Preemptions: 279, NL: 0.9769, Exceeded Count: 0
Rank 5 - Fitness: 282, Migrations: 0, Preemptions: 282, NL: 0.9776, Exceeded Count: 0
AVERAGE - Fitness: 511.37, Migrations: 2.0, Preemptions: 288.9, NL: 0.9745, Exceeded Count: 4.4

Elite: [Chrom18, Chrom22, Chrom30, Chrom89, Chrom19, Chrom84, Chrom60, Chrom44, Chrom62, Chrom65]
Mutating k1(Task 52) and k2(Task 35) in chromosome (48)
Mutating k1(Task 92) and k2(Task 69) in chromosome (48)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 41..
..Gen 41 running complete. (Time: 69.26 secs).

Rank 1 - Fitness: 273, Migrations: 1, Preemptions: 272, NL: 0.9797, Exceeded Count: 0
Rank 2 - Fitness: 277, Migrations: 2, Preemptions: 275, NL: 0.9787, Exceeded Count: 0
Rank 3 - Fitness: 279, Migrations: 2, Preemptions: 277, NL: 0.9744, Exceeded Count: 0
Rank 4 - Fitness: 279, Migrations: 0, Preemptions: 279, NL: 0.9769, Exceeded Count: 0
Rank 5 - Fitness: 282, Migrations: 0, Preemptions: 282, NL: 0.9776, Exceeded Count: 0
AVERAGE - Fitness: 508.26, Migrations: 1.9, Preemptions: 288.8, NL: 0.9745, Exceeded Count: 4.3

Elite: [Chrom18, Chrom22, Chrom30, Chrom89, Chrom19, Chrom84, Chrom60, Chrom44, Chrom62, Chrom65]
Mutating k1(Task 64) and k2(Task 90) in chromosome (49)
Mutating k1(Task 77) and k2(Task 22) in chromosome (42)
Mutating k1(Task 29) and k2(Task 11) in chromosome (46)
Mutating k1(Task 79) and k2(Task 74) in chromosome (46)
Mutating k1(Task 40) and k2(Task 37) in chromosome (46)
Mutating k1(Task 45) and k2(Task 58) in chromosome (46)
Mutating k1(Task 66) and k2(Task 43) in chromosome (46)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 42..
..Gen 42 running complete. (Time: 65.93 secs).

Rank 1 - Fitness: 273, Migrations: 1, Preemptions: 272, NL: 0.9797, Exceeded Count: 0
Rank 2 - Fitness: 277, Migrations: 2, Preemptions: 275, NL: 0.9787, Exceeded Count: 0
Rank 3 - Fitness: 279, Migrations: 2, Preemptions: 277, NL: 0.9744, Exceeded Count: 0
Rank 4 - Fitness: 279, Migrations: 0, Preemptions: 279, NL: 0.9769, Exceeded Count: 0
Rank 5 - Fitness: 282, Migrations: 0, Preemptions: 282, NL: 0.9776, Exceeded Count: 0
AVERAGE - Fitness: 503.4, Migrations: 1.8, Preemptions: 288.1, NL: 0.9743, Exceeded Count: 4.3

Elite: [Chrom18, Chrom22, Chrom30, Chrom89, Chrom19, Chrom84, Chrom60, Chrom44, Chrom62, Chrom65]
Mutating k1(Task 26) and k2(Task 99) in chromosome (82)
Mutating k1(Task 23) and k2(Task 9) in chromosome (82)
Mutating k1(Task 34) and k2(Task 6) in chromosome (82)
Mutating k1(Task 80) and k2(Task 85) in chromosome (47)
Mutating k1(Task 45) and k2(Task 59) in chromosome (47)
Mutating k1(Task 83) and k2(Task 12) in chromosome (47)
Mutating k1(Task 77) and k2(Task 83) in chromosome (47)
Mutating k1(Task 18) and k2(Task 27) in chromosome (47)
Mutating k1(Task 87) and k2(Task 74) in chromosome (2)
Mutating k1(Task 15) and k2(Task 2) in chromosome (2)
Mutating k1(Task 12) and k2(Task 29) in chromosome (2)
Mutating k1(Task 84) and k2(Task 31) in chromosome (71)
Mutating k1(Task 80) and k2(Task 24) in chromosome (71)
Mutating k1(Task 63) and k2(Task 12) in chromosome (71)
Mutating k1(Task 17) and k2(Task 80) in chromosome (71)
Mutating k1(Task 48) and k2(Task 83) in chromosome (71)
Mutating k1(Task 88) and k2(Task 1) in chromosome (76)
Mutating k1(Task 75) and k2(Task 97) in chromosome (76)
Mutating k1(Task 87) and k2(Task 18) in chromosome (76)
Mutating k1(Task 23) and k2(Task 49) in chromosome (76)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 43..
..Gen 43 running complete. (Time: 66.25 secs).

Rank 1 - Fitness: 273, Migrations: 1, Preemptions: 272, NL: 0.9797, Exceeded Count: 0
Rank 2 - Fitness: 277, Migrations: 2, Preemptions: 275, NL: 0.9787, Exceeded Count: 0
Rank 3 - Fitness: 279, Migrations: 2, Preemptions: 277, NL: 0.9744, Exceeded Count: 0
Rank 4 - Fitness: 279, Migrations: 0, Preemptions: 279, NL: 0.9769, Exceeded Count: 0
Rank 5 - Fitness: 282, Migrations: 0, Preemptions: 282, NL: 0.9776, Exceeded Count: 0
AVERAGE - Fitness: 503.2, Migrations: 1.8, Preemptions: 288.4, NL: 0.9741, Exceeded Count: 4.3

Elite: [Chrom18, Chrom22, Chrom30, Chrom89, Chrom19, Chrom84, Chrom60, Chrom44, Chrom62, Chrom65]
Mutating k1(Task 55) and k2(Task 10) in chromosome (49)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 44..
..Gen 44 running complete. (Time: 65.87 secs).

Rank 1 - Fitness: 270, Migrations: 1, Preemptions: 269, NL: 0.9777, Exceeded Count: 0
Rank 2 - Fitness: 273, Migrations: 1, Preemptions: 272, NL: 0.9797, Exceeded Count: 0
Rank 3 - Fitness: 277, Migrations: 2, Preemptions: 275, NL: 0.9787, Exceeded Count: 0
Rank 4 - Fitness: 279, Migrations: 2, Preemptions: 277, NL: 0.9744, Exceeded Count: 0
Rank 5 - Fitness: 279, Migrations: 0, Preemptions: 279, NL: 0.9769, Exceeded Count: 0
AVERAGE - Fitness: 503.04, Migrations: 1.8, Preemptions: 288.2, NL: 0.9743, Exceeded Count: 4.3

Elite: [Chrom83, Chrom18, Chrom22, Chrom30, Chrom89, Chrom19, Chrom84, Chrom60, Chrom44, Chrom62]
Mutating k1(Task 52) and k2(Task 85) in chromosome (21)
Mutating k1(Task 83) and k2(Task 22) in chromosome (21)
Mutating k1(Task 13) and k2(Task 23) in chromosome (21)
Mutating k1(Task 77) and k2(Task 2) in chromosome (21)
Mutating k1(Task 43) and k2(Task 56) in chromosome (6)
Mutating k1(Task 57) and k2(Task 59) in chromosome (6)
Mutating k1(Task 67) and k2(Task 58) in chromosome (6)

(Organism & Chromosome overhead: 0.06 secs)

---------------
Running generation 45..
..Gen 45 running complete. (Time: 66.17 secs).

Rank 1 - Fitness: 270, Migrations: 1, Preemptions: 269, NL: 0.9777, Exceeded Count: 0
Rank 2 - Fitness: 273, Migrations: 1, Preemptions: 272, NL: 0.9797, Exceeded Count: 0
Rank 3 - Fitness: 277, Migrations: 2, Preemptions: 275, NL: 0.9787, Exceeded Count: 0
Rank 4 - Fitness: 279, Migrations: 2, Preemptions: 277, NL: 0.9744, Exceeded Count: 0
Rank 5 - Fitness: 279, Migrations: 0, Preemptions: 279, NL: 0.9769, Exceeded Count: 0
AVERAGE - Fitness: 503.36, Migrations: 2.0, Preemptions: 287.9, NL: 0.9744, Exceeded Count: 4.3

Elite: [Chrom83, Chrom18, Chrom22, Chrom30, Chrom89, Chrom19, Chrom84, Chrom60, Chrom74, Chrom44]
Mutating k1(Task 41) and k2(Task 53) in chromosome (39)
Mutating k1(Task 35) and k2(Task 55) in chromosome (88)
Mutating k1(Task 34) and k2(Task 65) in chromosome (36)
Mutating k1(Task 80) and k2(Task 91) in chromosome (36)
Mutating k1(Task 60) and k2(Task 77) in chromosome (36)
Mutating k1(Task 82) and k2(Task 21) in chromosome (96)
Mutating k1(Task 18) and k2(Task 36) in chromosome (96)
Mutating k1(Task 87) and k2(Task 23) in chromosome (96)
Mutating k1(Task 64) and k2(Task 5) in chromosome (96)
Mutating k1(Task 97) and k2(Task 71) in chromosome (96)
Mutating k1(Task 73) and k2(Task 89) in chromosome (24)
Mutating k1(Task 18) and k2(Task 57) in chromosome (24)
Mutating k1(Task 39) and k2(Task 54) in chromosome (24)
Mutating k1(Task 80) and k2(Task 69) in chromosome (24)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 46..
..Gen 46 running complete. (Time: 66.02 secs).

Rank 1 - Fitness: 270, Migrations: 1, Preemptions: 269, NL: 0.9777, Exceeded Count: 0
Rank 2 - Fitness: 273, Migrations: 1, Preemptions: 272, NL: 0.9797, Exceeded Count: 0
Rank 3 - Fitness: 277, Migrations: 2, Preemptions: 275, NL: 0.9787, Exceeded Count: 0
Rank 4 - Fitness: 279, Migrations: 2, Preemptions: 277, NL: 0.9744, Exceeded Count: 0
Rank 5 - Fitness: 279, Migrations: 0, Preemptions: 279, NL: 0.9755, Exceeded Count: 0
AVERAGE - Fitness: 504.95, Migrations: 2.0, Preemptions: 287.5, NL: 0.9744, Exceeded Count: 4.3

Elite: [Chrom83, Chrom18, Chrom22, Chrom30, Chrom63, Chrom89, Chrom19, Chrom84, Chrom60, Chrom74]
Mutating k1(Task 11) and k2(Task 65) in chromosome (91)
Mutating k1(Task 10) and k2(Task 28) in chromosome (21)
Mutating k1(Task 20) and k2(Task 56) in chromosome (21)
Mutating k1(Task 44) and k2(Task 50) in chromosome (21)
Mutating k1(Task 60) and k2(Task 97) in chromosome (40)
Mutating k1(Task 53) and k2(Task 31) in chromosome (40)
Mutating k1(Task 29) and k2(Task 20) in chromosome (40)
Mutating k1(Task 56) and k2(Task 53) in chromosome (40)
Mutating k1(Task 45) and k2(Task 91) in chromosome (40)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 47..
..Gen 47 running complete. (Time: 65.74 secs).

Rank 1 - Fitness: 270, Migrations: 1, Preemptions: 269, NL: 0.9777, Exceeded Count: 0
Rank 2 - Fitness: 273, Migrations: 1, Preemptions: 272, NL: 0.9797, Exceeded Count: 0
Rank 3 - Fitness: 277, Migrations: 2, Preemptions: 275, NL: 0.9787, Exceeded Count: 0
Rank 4 - Fitness: 279, Migrations: 2, Preemptions: 277, NL: 0.9744, Exceeded Count: 0
Rank 5 - Fitness: 279, Migrations: 0, Preemptions: 279, NL: 0.9755, Exceeded Count: 0
AVERAGE - Fitness: 509.97, Migrations: 1.9, Preemptions: 288.6, NL: 0.9743, Exceeded Count: 4.4

Elite: [Chrom83, Chrom18, Chrom22, Chrom30, Chrom63, Chrom89, Chrom19, Chrom84, Chrom60, Chrom74]
Mutating k1(Task 16) and k2(Task 54) in chromosome (50)
Mutating k1(Task 91) and k2(Task 97) in chromosome (50)
Mutating k1(Task 77) and k2(Task 48) in chromosome (50)
Mutating k1(Task 54) and k2(Task 37) in chromosome (50)
Mutating k1(Task 67) and k2(Task 9) in chromosome (55)
Mutating k1(Task 70) and k2(Task 60) in chromosome (55)
Mutating k1(Task 79) and k2(Task 37) in chromosome (55)
Mutating k1(Task 62) and k2(Task 28) in chromosome (20)
Mutating k1(Task 93) and k2(Task 30) in chromosome (20)
Mutating k1(Task 65) and k2(Task 4) in chromosome (20)
Mutating k1(Task 16) and k2(Task 34) in chromosome (20)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 48..
..Gen 48 running complete. (Time: 66.28 secs).

Rank 1 - Fitness: 270, Migrations: 1, Preemptions: 269, NL: 0.9777, Exceeded Count: 0
Rank 2 - Fitness: 273, Migrations: 1, Preemptions: 272, NL: 0.9797, Exceeded Count: 0
Rank 3 - Fitness: 277, Migrations: 2, Preemptions: 275, NL: 0.9787, Exceeded Count: 0
Rank 4 - Fitness: 279, Migrations: 2, Preemptions: 277, NL: 0.9744, Exceeded Count: 0
Rank 5 - Fitness: 279, Migrations: 0, Preemptions: 279, NL: 0.9755, Exceeded Count: 0
AVERAGE - Fitness: 494.71, Migrations: 2.1, Preemptions: 288.6, NL: 0.9746, Exceeded Count: 4.1

Elite: [Chrom83, Chrom18, Chrom22, Chrom30, Chrom63, Chrom89, Chrom19, Chrom56, Chrom84, Chrom60]

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 49..
..Gen 49 running complete. (Time: 67.25 secs).

Rank 1 - Fitness: 270, Migrations: 1, Preemptions: 269, NL: 0.9777, Exceeded Count: 0
Rank 2 - Fitness: 273, Migrations: 1, Preemptions: 272, NL: 0.9797, Exceeded Count: 0
Rank 3 - Fitness: 277, Migrations: 2, Preemptions: 275, NL: 0.9787, Exceeded Count: 0
Rank 4 - Fitness: 279, Migrations: 1, Preemptions: 278, NL: 0.9786, Exceeded Count: 0
Rank 5 - Fitness: 279, Migrations: 2, Preemptions: 277, NL: 0.9744, Exceeded Count: 0
AVERAGE - Fitness: 484.74, Migrations: 2.1, Preemptions: 287.6, NL: 0.9750, Exceeded Count: 3.9

Elite: [Chrom83, Chrom18, Chrom22, Chrom6, Chrom30, Chrom63, Chrom89, Chrom86, Chrom19, Chrom56]
Mutating k1(Task 28) and k2(Task 36) in chromosome (96)
Mutating k1(Task 97) and k2(Task 57) in chromosome (96)
Mutating k1(Task 78) and k2(Task 66) in chromosome (96)
Mutating k1(Task 31) and k2(Task 95) in chromosome (96)
Mutating k1(Task 65) and k2(Task 83) in chromosome (96)
Mutating k1(Task 9) and k2(Task 48) in chromosome (31)
Mutating k1(Task 92) and k2(Task 54) in chromosome (31)
Mutating k1(Task 47) and k2(Task 93) in chromosome (31)
Mutating k1(Task 80) and k2(Task 21) in chromosome (31)
Mutating k1(Task 64) and k2(Task 36) in chromosome (31)
Mutating k1(Task 18) and k2(Task 57) in chromosome (8)
Mutating k1(Task 78) and k2(Task 39) in chromosome (8)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 50..
..Gen 50 running complete. (Time: 66.25 secs).

Rank 1 - Fitness: 270, Migrations: 1, Preemptions: 269, NL: 0.9777, Exceeded Count: 0
Rank 2 - Fitness: 273, Migrations: 1, Preemptions: 272, NL: 0.9797, Exceeded Count: 0
Rank 3 - Fitness: 277, Migrations: 2, Preemptions: 275, NL: 0.9787, Exceeded Count: 0
Rank 4 - Fitness: 279, Migrations: 1, Preemptions: 278, NL: 0.9786, Exceeded Count: 0
Rank 5 - Fitness: 279, Migrations: 2, Preemptions: 277, NL: 0.9744, Exceeded Count: 0
AVERAGE - Fitness: 481.05, Migrations: 2.1, Preemptions: 286.9, NL: 0.9751, Exceeded Count: 3.8

Elite: [Chrom83, Chrom18, Chrom22, Chrom6, Chrom30, Chrom63, Chrom89, Chrom86, Chrom19, Chrom56]
Mutating k1(Task 9) and k2(Task 19) in chromosome (50)
Mutating k1(Task 43) and k2(Task 78) in chromosome (50)
Mutating k1(Task 5) and k2(Task 22) in chromosome (50)
Mutating k1(Task 23) and k2(Task 26) in chromosome (50)
Mutating k1(Task 16) and k2(Task 57) in chromosome (50)
Mutating k1(Task 96) and k2(Task 18) in chromosome (43)
Mutating k1(Task 78) and k2(Task 65) in chromosome (43)
Mutating k1(Task 49) and k2(Task 54) in chromosome (43)
Mutating k1(Task 82) and k2(Task 15) in chromosome (43)
Mutating k1(Task 71) and k2(Task 63) in chromosome (28)
Mutating k1(Task 51) and k2(Task 74) in chromosome (28)
Mutating k1(Task 87) and k2(Task 21) in chromosome (28)
Mutating k1(Task 59) and k2(Task 31) in chromosome (28)
Mutating k1(Task 83) and k2(Task 96) in chromosome (0)
Mutating k1(Task 89) and k2(Task 10) in chromosome (0)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 51..
..Gen 51 running complete. (Time: 65.32 secs).

Rank 1 - Fitness: 270, Migrations: 1, Preemptions: 269, NL: 0.9777, Exceeded Count: 0
Rank 2 - Fitness: 273, Migrations: 1, Preemptions: 272, NL: 0.9797, Exceeded Count: 0
Rank 3 - Fitness: 276, Migrations: 1, Preemptions: 275, NL: 0.9772, Exceeded Count: 0
Rank 4 - Fitness: 277, Migrations: 2, Preemptions: 275, NL: 0.9787, Exceeded Count: 0
Rank 5 - Fitness: 279, Migrations: 1, Preemptions: 278, NL: 0.9786, Exceeded Count: 0
AVERAGE - Fitness: 474.67, Migrations: 2.0, Preemptions: 286.6, NL: 0.9756, Exceeded Count: 3.7

Elite: [Chrom83, Chrom18, Chrom87, Chrom22, Chrom6, Chrom30, Chrom63, Chrom89, Chrom86, Chrom19]
Mutating k1(Task 1) and k2(Task 84) in chromosome (4)
Mutating k1(Task 65) and k2(Task 69) in chromosome (4)
Mutating k1(Task 63) and k2(Task 91) in chromosome (4)
Mutating k1(Task 22) and k2(Task 86) in chromosome (4)
Mutating k1(Task 5) and k2(Task 30) in chromosome (25)
Mutating k1(Task 89) and k2(Task 76) in chromosome (41)
Mutating k1(Task 24) and k2(Task 39) in chromosome (41)
Mutating k1(Task 13) and k2(Task 32) in chromosome (41)
Mutating k1(Task 29) and k2(Task 81) in chromosome (64)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 52..
..Gen 52 running complete. (Time: 66.48 secs).

Rank 1 - Fitness: 270, Migrations: 1, Preemptions: 269, NL: 0.9777, Exceeded Count: 0
Rank 2 - Fitness: 273, Migrations: 1, Preemptions: 272, NL: 0.9797, Exceeded Count: 0
Rank 3 - Fitness: 276, Migrations: 1, Preemptions: 275, NL: 0.9772, Exceeded Count: 0
Rank 4 - Fitness: 277, Migrations: 2, Preemptions: 275, NL: 0.9787, Exceeded Count: 0
Rank 5 - Fitness: 278, Migrations: 0, Preemptions: 278, NL: 0.9803, Exceeded Count: 0
AVERAGE - Fitness: 468.31, Migrations: 2.0, Preemptions: 286.9, NL: 0.9754, Exceeded Count: 3.6

Elite: [Chrom83, Chrom18, Chrom87, Chrom22, Chrom62, Chrom6, Chrom30, Chrom63, Chrom89, Chrom97]
Mutating k1(Task 6) and k2(Task 59) in chromosome (80)
Mutating k1(Task 41) and k2(Task 29) in chromosome (80)
Mutating k1(Task 88) and k2(Task 20) in chromosome (76)
Mutating k1(Task 20) and k2(Task 86) in chromosome (76)
Mutating k1(Task 48) and k2(Task 19) in chromosome (76)
Mutating k1(Task 20) and k2(Task 3) in chromosome (76)
Mutating k1(Task 46) and k2(Task 16) in chromosome (76)
Mutating k1(Task 98) and k2(Task 20) in chromosome (3)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 53..
..Gen 53 running complete. (Time: 65.97 secs).

Rank 1 - Fitness: 270, Migrations: 1, Preemptions: 269, NL: 0.9777, Exceeded Count: 0
Rank 2 - Fitness: 273, Migrations: 1, Preemptions: 272, NL: 0.9797, Exceeded Count: 0
Rank 3 - Fitness: 276, Migrations: 1, Preemptions: 275, NL: 0.9772, Exceeded Count: 0
Rank 4 - Fitness: 277, Migrations: 2, Preemptions: 275, NL: 0.9787, Exceeded Count: 0
Rank 5 - Fitness: 278, Migrations: 0, Preemptions: 278, NL: 0.9803, Exceeded Count: 0
AVERAGE - Fitness: 471.54, Migrations: 1.9, Preemptions: 286.6, NL: 0.9754, Exceeded Count: 3.7

Elite: [Chrom83, Chrom18, Chrom87, Chrom22, Chrom62, Chrom6, Chrom30, Chrom63, Chrom89, Chrom97]
Mutating k1(Task 13) and k2(Task 18) in chromosome (57)
Mutating k1(Task 74) and k2(Task 59) in chromosome (57)

(Organism & Chromosome overhead: 0.07 secs)

---------------
Running generation 54..
..Gen 54 running complete. (Time: 65.51 secs).

Rank 1 - Fitness: 270, Migrations: 1, Preemptions: 269, NL: 0.9777, Exceeded Count: 0
Rank 2 - Fitness: 273, Migrations: 1, Preemptions: 272, NL: 0.9797, Exceeded Count: 0
Rank 3 - Fitness: 276, Migrations: 1, Preemptions: 275, NL: 0.9772, Exceeded Count: 0
Rank 4 - Fitness: 276, Migrations: 0, Preemptions: 276, NL: 0.9827, Exceeded Count: 0
Rank 5 - Fitness: 277, Migrations: 2, Preemptions: 275, NL: 0.9787, Exceeded Count: 0
AVERAGE - Fitness: 461.76, Migrations: 2.1, Preemptions: 287.1, NL: 0.9758, Exceeded Count: 3.5

Elite: [Chrom83, Chrom18, Chrom87, Chrom92, Chrom22, Chrom62, Chrom6, Chrom30, Chrom63, Chrom89]
