
===================================================
Simulating (simso.schedulers.EDF) on config (config_overhead_2_50_50.xml) 
with sim module (default_simulator).
Chroms: 30, Gen: 100, ESC: 0.1 0.5 0.4, MR: 1.5
Selection: Roulette, MS: False, Crossover: OX2, Keep Elite: False
===================================================


40756103 Task 61_13 CPU 1
40847599 Task 9_12 CPU 3
41005973 Task 38_15 CPU 3
41214369 Task 20_3 CPU 1
41286031 Task 19_31 CPU 2
41330121 Task 40_6 CPU 2
41570283 Task 42_14 CPU 3
41599113 Task 28_5 CPU 2
41640057 Task 15_9 CPU 3
41675409 Task 98_1 CPU 1
41731777 Task 27_13 CPU 2
41871779 Task 81_1 CPU 2
42035602 Task 53_7 CPU 6
42083989 Task 34_4 CPU 3
42385001 Task 22_21 CPU 1
42433801 Task 3_26 CPU 1
42662232 Task 19_32 CPU 1
42742161 Task 6_17 CPU 2
42853543 Task 67_8 CPU 5
42888571 Task 4_16 CPU 2
43117030 Task 54_1 CPU 1
43119283 Task 23_7 CPU 2
43313673 Task 48_3 CPU 4
43383990 Task 92_14 CPU 6
43610859 Task 39_3 CPU 2
43836828 Task 58_8 CPU 3
43934971 Task 38_16 CPU 3
44038433 Task 19_33 CPU 3
44045275 Task 21_14 CPU 3
44131153 Task 3_27 CPU 1
44504251 Task 22_22 CPU 1
44561017 Task 9_13 CPU 3
44767997 Task 42_15 CPU 3
45136778 Task 80_1 CPU 1
45200731 Task 92_15 CPU 6
45209425 Task 27_14 CPU 2
45256697 Task 95_13 CPU 3
45257196 Task 8_6 CPU 4
45413546 Task 6_18 CPU 2
45414634 Task 19_34 CPU 3
45747809 Task 4_17 CPU 2
45828505 Task 3_28 CPU 1
45908999 Task 1_3 CPU 3
45983975 Task 60_5 CPU 2
46250408 Task 68_9 CPU 1
46605985 Task 12_7 CPU 6
46623501 Task 22_23 CPU 1
46790835 Task 19_35 CPU 3
46834864 Task 63_2 CPU 6
46845064 Task 15_10 CPU 3
46863969 Task 38_17 CPU 1
47182494 Task 92_16 CPU 1
47203057 Task 45_7 CPU 1
47303320 Task 64_5 CPU 3
47326162 Task 5_4 CPU 1
47433373 Task 21_15 CPU 3
47482616 Task 61_14 CPU 1
47525857 Task 3_29 CPU 1
47873410 Task 95_14 CPU 3
47965711 Task 42_16 CPU 3
48084931 Task 6_19 CPU 2
48167036 Task 19_36 CPU 3
48274435 Task 9_14 CPU 3
48548949 Task 53_8 CPU 6
48607047 Task 4_18 CPU 2
48610536 Task 31_2 CPU 5
48687073 Task 27_15 CPU 2
48742751 Task 22_24 CPU 1
48788978 Task 68_10 CPU 1
48922356 Task 59_11 CPU 1
49075518 Task 100_3 CPU 3
49191113 Task 72_16 CPU 2
49223209 Task 3_30 CPU 1
49543237 Task 19_37 CPU 3
49596145 Task 40_7 CPU 2
49792967 Task 38_18 CPU 1
50197742 Task 67_9 CPU 5
50305830 Task 23_8 CPU 2
50326067 Task 76_4 CPU 6
50598636 Task 92_17 CPU 1
50642043 Task 58_9 CPU 3
50756316 Task 6_20 CPU 2
50821471 Task 21_16 CPU 3
50862001 Task 22_25 CPU 1
50919438 Task 19_38 CPU 3
50920561 Task 3_31 CPU 1
51163425 Task 42_17 CPU 3
51250594 Task 68_11 CPU 1
51466285 Task 4_19 CPU 2
51642543 Task 96_7 CPU 2
51920978 Task 72_17 CPU 2
51987853 Task 9_15 CPU 3
51998891 Task 28_6 CPU 2
52050071 Task 15_11 CPU 3
52164721 Task 27_16 CPU 2
52295639 Task 19_39 CPU 3
52388427 Task 57_2 CPU 1
52431473 Task 26_3 CPU 5
52617913 Task 3_32 CPU 1
52721965 Task 38_19 CPU 1
52981251 Task 22_26 CPU 1
53193492 Task 61_15 CPU 1
53318106 Task 92_18 CPU 1
53322911 Task 68_12 CPU 2
53427701 Task 6_21 CPU 2
53551717 Task 16_5 CPU 6
53671840 Task 19_40 CPU 3
53827574 Task 60_6 CPU 2
54209569 Task 21_17 CPU 3
54214572 Task 95_15 CPU 1
54277174 Task 58_10 CPU 3
54308635 Task 8_7 CPU 4
54315265 Task 3_33 CPU 1
54325523 Task 4_20 CPU 2
54361139 Task 42_18 CPU 3
54373649 Task 12_8 CPU 6
54459826 Task 96_8 CPU 2
54698222 Task 71_2 CPU 1
54908976 Task 93_2 CPU 2
55048041 Task 19_41 CPU 3
55070233 Task 45_8 CPU 1
55100501 Task 22_27 CPU 1
55597319 Task 92_19 CPU 1
55642369 Task 27_17 CPU 2
55650963 Task 38_20 CPU 1
55701271 Task 9_16 CPU 3
55867851 Task 67_10 CPU 5
56012617 Task 3_34 CPU 1
56099086 Task 6_22 CPU 2
56105646 Task 61_16 CPU 1
56111985 Task 34_5 CPU 3
56287798 Task 68_13 CPU 2
56424242 Task 19_42 CPU 3
56696674 Task 64_6 CPU 3
56823963 Task 72_18 CPU 2
57184761 Task 4_21 CPU 2
57219751 Task 22_28 CPU 1
57255078 Task 15_12 CPU 3
57431459 Task 53_9 CPU 6
57492377 Task 23_9 CPU 2
57558853 Task 42_19 CPU 3
57597667 Task 21_18 CPU 3
57709969 Task 3_35 CPU 1
57800443 Task 19_43 CPU 3
57862169 Task 40_8 CPU 2
58149491 Task 96_9 CPU 2
58579961 Task 38_21 CPU 1
58730380 Task 82_2 CPU 2
58770471 Task 6_23 CPU 1
59119341 Task 61_17 CPU 1
59120017 Task 27_18 CPU 2
59176644 Task 19_44 CPU 3
59186542 Task 67_11 CPU 5
59339001 Task 22_29 CPU 1
59407321 Task 3_36 CPU 1
59414689 Task 9_17 CPU 3
59516385 Task 72_19 CPU 2
59912005 Task 95_16 CPU 1
59955317 Task 68_14 CPU 2
60043999 Task 4_22 CPU 2
60153312 Task 59_12 CPU 1
60158079 Task 58_11 CPU 3
60414473 Task 92_20 CPU 1
60552845 Task 19_45 CPU 3
60756567 Task 42_20 CPU 3
60827989 Task 61_18 CPU 1
60909984 Task 96_10 CPU 2
60985765 Task 21_19 CPU 3
61104673 Task 3_37 CPU 1
61378057 Task 98_2 CPU 1
61441856 Task 6_24 CPU 2
61458251 Task 22_30 CPU 3
61508959 Task 38_22 CPU 2
61576955 Task 53_10 CPU 6
61821553 Task 20_4 CPU 2
61929046 Task 19_46 CPU 3
61987460 Task 64_7 CPU 3
62141313 Task 12_9 CPU 6
62333085 Task 10_3 CPU 4
62398669 Task 28_7 CPU 2
62460085 Task 15_13 CPU 3
62597665 Task 27_19 CPU 2
62802025 Task 3_38 CPU 1
62903237 Task 4_23 CPU 2
62937409 Task 45_9 CPU 1
63019762 Task 68_15 CPU 2
63101549 Task 5_5 CPU 1
63128107 Task 9_18 CPU 3
63268719 Task 72_20 CPU 2
63305247 Task 19_47 CPU 3
63360074 Task 8_8 CPU 4
63577501 Task 22_31 CPU 3
63896352 Task 59_13 CPU 1
63954281 Task 42_21 CPU 3
64034346 Task 60_7 CPU 2
64113241 Task 6_25 CPU 1
64373863 Task 21_20 CPU 3
64437957 Task 38_23 CPU 2
64489981 Task 58_12 CPU 3
64499377 Task 3_39 CPU 1
64678924 Task 23_10 CPU 2
64680145 Task 61_19 CPU 1
64681448 Task 19_48 CPU 3
64970509 Task 48_4 CPU 4
65023577 Task 96_11 CPU 2
65129227 Task 24_2 CPU 3
65382966 Task 100_4 CPU 1
65416288 Task 39_4 CPU 2
65499993 Task 92_21 CPU 1
65573196 Task 95_17 CPU 1
65696751 Task 22_32 CPU 3
65762475 Task 4_24 CPU 1
66032529 Task 53_11 CPU 6
66055930 Task 17_2 CPU 1
66057649 Task 19_49 CPU 3
66075313 Task 27_20 CPU 3
66128193 Task 40_9 CPU 3
66196729 Task 3_40 CPU 3
66784626 Task 6_26 CPU 1
66799971 Task 41_3 CPU 4
66841525 Task 9_19 CPU 3
66939646 Task 16_6 CPU 6
67064286 Task 55_1 CPU 1
67151995 Task 42_22 CPU 3
67366955 Task 38_24 CPU 2
67401543 Task 61_20 CPU 1
67433850 Task 19_50 CPU 3
67474177 Task 92_22 CPU 1
67665092 Task 15_14 CPU 3
67761961 Task 21_21 CPU 1
67777025 Task 59_14 CPU 1
67816001 Task 22_33 CPU 3
67894081 Task 3_41 CPU 3
68110848 Task 64_8 CPU 3
68264079 Task 96_12 CPU 2
68505075 Task 95_18 CPU 1
68621713 Task 4_25 CPU 1
68765862 Task 67_12 CPU 5
68810051 Task 19_51 CPU 3
68863498 Task 1_4 CPU 3
68978629 Task 58_13 CPU 1
69057181 Task 61_21 CPU 1
69101791 Task 62_1 CPU 1
69456011 Task 6_27 CPU 1
69552961 Task 27_21 CPU 3
69591433 Task 3_42 CPU 1
69908977 Task 12_10 CPU 6
69935251 Task 22_34 CPU 3
70139981 Task 34_6 CPU 3
70186252 Task 19_52 CPU 3
70295953 Task 38_25 CPU 2
70349709 Task 42_23 CPU 3
70554943 Task 9_20 CPU 3
70804585 Task 45_10 CPU 1
71017678 Task 92_23 CPU 1
71150059 Task 21_22 CPU 1
71288785 Task 3_43 CPU 1
71371437 Task 61_22 CPU 1
71480951 Task 4_26 CPU 1
71562453 Task 19_53 CPU 3
71864785 Task 47_3 CPU 5
71865471 Task 23_11 CPU 2
72038035 Task 64_9 CPU 3
72051854 Task 59_15 CPU 1
72054501 Task 22_35 CPU 2
72127396 Task 6_28 CPU 1
72411513 Task 8_9 CPU 4
72798447 Task 28_8 CPU 2
72817903 Task 72_21 CPU 2
72870099 Task 15_15 CPU 3
72938654 Task 19_54 CPU 1
72986137 Task 3_44 CPU 1
73030609 Task 27_22 CPU 3
73162103 Task 92_24 CPU 1
73224951 Task 38_26 CPU 2
73475390 Task 67_13 CPU 5
73503185 Task 61_23 CPU 1
73547423 Task 42_24 CPU 3
73880825 Task 68_16 CPU 2
74173751 Task 22_36 CPU 2
74268361 Task 9_21 CPU 3
74314855 Task 19_55 CPU 1
74340189 Task 4_27 CPU 1
74394217 Task 40_10 CPU 3
74420052 Task 95_19 CPU 1
74490903 Task 72_22 CPU 2
74538157 Task 21_23 CPU 1
74683489 Task 3_45 CPU 1
74798781 Task 6_29 CPU 1
75210359 Task 92_25 CPU 1
75393217 Task 58_14 CPU 1
75691056 Task 19_56 CPU 1
75828079 Task 49_3 CPU 1
76005247 Task 76_5 CPU 6
76123928 Task 59_16 CPU 2
76153949 Task 38_27 CPU 2
76192615 Task 61_24 CPU 2
76293001 Task 22_37 CPU 2
76380841 Task 3_46 CPU 1
76508257 Task 27_23 CPU 3
76621665 Task 95_20 CPU 1
76745137 Task 42_25 CPU 3
77049230 Task 92_26 CPU 1
77067257 Task 19_57 CPU 1
77096232 Task 89_1 CPU 1
77158160 Task 63_3 CPU 6
77199427 Task 4_28 CPU 2
77447530 Task 67_14 CPU 5
77470166 Task 6_30 CPU 1
77676641 Task 12_11 CPU 6
77926255 Task 21_24 CPU 1
77981779 Task 9_22 CPU 3
78061478 Task 61_25 CPU 2
78075106 Task 15_16 CPU 3
78078193 Task 3_47 CPU 1
78156509 Task 68_17 CPU 2
78412251 Task 22_38 CPU 2
78443458 Task 19_58 CPU 1
78647209 Task 26_4 CPU 5
78671761 Task 45_11 CPU 1
78702937 Task 100_5 CPU 1
78830023 Task 58_15 CPU 1
78876936 Task 5_6 CPU 1
79052018 Task 23_12 CPU 2
79082947 Task 38_28 CPU 1
79090866 Task 72_23 CPU 2
79091484 Task 96_13 CPU 3
79173436 Task 92_27 CPU 1
79775545 Task 3_48 CPU 1
79819659 Task 19_59 CPU 1
79942851 Task 42_26 CPU 3
79985905 Task 27_24 CPU 3
80031271 Task 95_21 CPU 1
80058665 Task 4_29 CPU 2
80141551 Task 6_31 CPU 1
80222227 Task 52_1 CPU 1
80321916 Task 64_10 CPU 3
80327575 Task 16_7 CPU 6
80531501 Task 22_39 CPU 2
81195860 Task 19_60 CPU 2
81314353 Task 21_25 CPU 2
81462952 Task 8_10 CPU 4
81472897 Task 3_49 CPU 2
81576836 Task 92_28 CPU 2
81604116 Task 71_3 CPU 2
81668364 Task 90_1 CPU 3
81695197 Task 9_23 CPU 4
82011945 Task 38_29 CPU 2
82120539 Task 61_26 CPU 2
82296153 Task 95_22 CPU 2
82390984 Task 72_24 CPU 2
82428737 Task 20_5 CPU 2
82572061 Task 19_61 CPU 1
82650751 Task 22_40 CPU 1
82660241 Task 40_11 CPU 3
82812936 Task 6_32 CPU 1
82868542 Task 53_12 CPU 6
82917903 Task 4_30 CPU 2
83140565 Task 42_27 CPU 3
83170249 Task 3_50 CPU 2
83198225 Task 28_9 CPU 2
83280113 Task 15_17 CPU 3
83357579 Task 60_8 CPU 2
83463553 Task 27_25 CPU 3
83887346 Task 92_29 CPU 2
83936734 Task 72_25 CPU 2
83948262 Task 19_62 CPU 1
84167977 Task 34_7 CPU 3
84702451 Task 21_26 CPU 2
84770001 Task 22_41 CPU 1
84867601 Task 3_51 CPU 2
84883941 Task 95_23 CPU 2
84940943 Task 38_30 CPU 2
85324463 Task 19_63 CPU 1
85385850 Task 61_27 CPU 2
85408615 Task 9_24 CPU 4
85444305 Task 12_12 CPU 6
85484321 Task 6_33 CPU 1
85579792 Task 92_30 CPU 2
85777141 Task 4_31 CPU 2
85923177 Task 62_2 CPU 1
86076322 Task 68_18 CPU 2
86237656 Task 99_1 CPU 1
86238565 Task 23_13 CPU 2
86338279 Task 42_28 CPU 3
86479307 Task 32_2 CPU 6
86538937 Task 45_12 CPU 1
86564953 Task 3_52 CPU 2
86627345 Task 48_5 CPU 4
86700664 Task 19_64 CPU 1
86873077 Task 59_17 CPU 2
86889251 Task 22_42 CPU 1
86941201 Task 27_26 CPU 3
86995964 Task 58_16 CPU 1
87221717 Task 39_5 CPU 2
87353512 Task 61_28 CPU 1
87463429 Task 67_15 CPU 5
87869941 Task 38_31 CPU 1
88051182 Task 86_2 CPU 1
88076865 Task 19_65 CPU 3
88090549 Task 21_27 CPU 3
88155706 Task 6_34 CPU 3
88192728 Task 57_3 CPU 4
88262305 Task 3_53 CPU 1
88485120 Task 15_18 CPU 3
88636379 Task 4_32 CPU 2
88681380 Task 68_19 CPU 2
89008501 Task 22_43 CPU 1
89122033 Task 9_25 CPU 4
89453066 Task 19_66 CPU 3
89535993 Task 42_29 CPU 3
89891386 Task 53_13 CPU 6
89959657 Task 3_54 CPU 1
90192280 Task 61_29 CPU 1
90418849 Task 27_27 CPU 3
90447237 Task 92_31 CPU 2
90514391 Task 8_11 CPU 4
90798939 Task 38_32 CPU 1
90827091 Task 6_35 CPU 3
90829267 Task 19_67 CPU 1
90926265 Task 40_12 CPU 3
91111235 Task 13_2 CPU 3
91127751 Task 22_44 CPU 1
91446476 Task 76_6 CPU 6
91478647 Task 21_28 CPU 3
91495617 Task 4_33 CPU 2
91621142 Task 64_11 CPU 3
91657009 Task 3_55 CPU 1
91708689 Task 59_18 CPU 2
91817997 Task 1_5 CPU 3
92162682 Task 60_9 CPU 2
92205468 Task 19_68 CPU 1
92269055 Task 58_17 CPU 1
92313331 Task 61_30 CPU 1
92395756 Task 95_24 CPU 2
92537025 Task 67_16 CPU 5
92733707 Task 42_30 CPU 3
92798978 Task 100_6 CPU 1
92835451 Task 9_26 CPU 4
93055735 Task 25_2 CPU 3
93158694 Task 68_20 CPU 2
93211969 Task 12_13 CPU 6
93247001 Task 22_45 CPU 1
93354361 Task 3_56 CPU 1
93387268 Task 73_2 CPU 1
93425112 Task 23_14 CPU 2
93498476 Task 6_36 CPU 3
93499627 Task 10_4 CPU 4
93530796 Task 98_3 CPU 1
93581669 Task 19_69 CPU 2
93598003 Task 28_10 CPU 2
93690127 Task 15_19 CPU 3
93715504 Task 16_8 CPU 6
93727937 Task 38_33 CPU 2
93794196 Task 53_14 CPU 2
93896497 Task 27_28 CPU 3
93924866 Task 92_32 CPU 2
94354855 Task 4_34 CPU 2
94406113 Task 45_13 CPU 1
94652323 Task 5_7 CPU 1
94672357 Task 61_31 CPU 2
94841538 Task 95_25 CPU 2
94866745 Task 21_29 CPU 3
94957870 Task 19_70 CPU 2
95051713 Task 3_57 CPU 1
95154471 Task 68_21 CPU 2
95266195 Task 59_19 CPU 2
95366251 Task 22_46 CPU 1
95561016 Task 81_2 CPU 2
95589933 Task 72_26 CPU 1
95931421 Task 42_31 CPU 3
96169861 Task 6_37 CPU 3
96255466 Task 84_2 CPU 1
96334071 Task 19_71 CPU 1
96548869 Task 9_27 CPU 4
96644204 Task 50_2 CPU 3
96656935 Task 38_34 CPU 2
96749065 Task 3_58 CPU 1
96949644 Task 61_32 CPU 2
96993562 Task 58_18 CPU 1
97214093 Task 4_35 CPU 2
97221071 Task 31_3 CPU 5
97374145 Task 27_29 CPU 1
97456694 Task 53_15 CPU 2
97485501 Task 22_47 CPU 1
97710272 Task 19_72 CPU 1
98195973 Task 34_8 CPU 3
98254843 Task 21_30 CPU 3
98446417 Task 3_59 CPU 1
98462875 Task 68_22 CPU 2
98841246 Task 6_38 CPU 3
98872157 Task 59_20 CPU 2
98895134 Task 15_20 CPU 3
98940754 Task 95_26 CPU 2
99086473 Task 19_73 CPU 1
99129135 Task 42_32 CPU 3
99192289 Task 40_13 CPU 3
99194434 Task 78_2 CPU 1
99206950 Task 67_17 CPU 5
99215979 Task 61_33 CPU 2
99565830 Task 8_12 CPU 4
99585933 Task 38_35 CPU 2
99604751 Task 22_48 CPU 2
99754271 Task 92_33 CPU 2
Total Migrations: 12
Total Pre-emptions: 191
Total Exceeded Count: 0
Fitness Score: 203

===================================================
Simulating (simso.schedulers.EDF) on config (config_overhead_8_50_50.xml) 
with sim module (default_simulator).
Chroms: 30, Gen: 100, ESC: 0.1 0.5 0.4, MR: 1.5
Selection: Roulette, MS: False, Crossover: OX2, Keep Elite: False
===================================================


50 Task 19_1 CPU 1
55 Task 3_1 CPU 2
60 Task 22_1 CPU 3
65 Task 6_1 CPU 4
70 Task 4_1 CPU 5
75 Task 38_1 CPU 6
80 Task 42_1 CPU 7
85 Task 21_1 CPU 8
2559 Task 27_1 CPU 1
5958 Task 9_1 CPU 8
14027 Task 15_1 CPU 2
14113 Task 23_1 CPU 8
18020 Task 12_1 CPU 3
18136 Task 45_1 CPU 6
19481 Task 40_1 CPU 3
19737 Task 8_1 CPU 5
23644 Task 28_1 CPU 6
34455 Task 16_1 CPU 7
40001 Task 34_1 CPU 3
42266 Task 5_1 CPU 6
48595 Task 20_1 CPU 8
52946 Task 48_1 CPU 4
53957 Task 39_1 CPU 5
55406 Task 1_1 CPU 1
60146 Task 26_1 CPU 3
98716 Task 10_1 CPU 6
140331 Task 41_1 CPU 2
157089 Task 47_1 CPU 6
167538 Task 49_1 CPU 4
194005 Task 31_1 CPU 3
269509 Task 24_1 CPU 1
307829 Task 17_1 CPU 8
354891 Task 95_1 CPU 8
363155 Task 17_1 CPU 8
522505 Task 32_1 CPU 6
601230 Task 13_1 CPU 1
611638 Task 25_1 CPU 4
619389 Task 50_1 CPU 1
620132 Task 67_1 CPU 1
628464 Task 50_1 CPU 4
646765 Task 29_1 CPU 1
767658 Task 7_1 CPU 7
845234 Task 2_1 CPU 8
882268 Task 59_1 CPU 8
896258 Task 2_1 CPU 8
915274 Task 61_1 CPU 8
936414 Task 2_1 CPU 8
993750 Task 68_1 CPU 8
1003689 Task 2_1 CPU 8
1187006 Task 30_1 CPU 8
1228243 Task 72_1 CPU 8
1241538 Task 30_1 CPU 8
1297052 Task 11_1 CPU 5
1324977 Task 35_1 CPU 3
1376202 Task 19_2 CPU 3
1378466 Task 35_1 CPU 3
1653600 Task 46_1 CPU 4
1697353 Task 3_2 CPU 4
1711325 Task 46_1 CPU 4
1723444 Task 58_1 CPU 4
1738450 Task 46_1 CPU 4
1795989 Task 14_1 CPU 1
1862906 Task 18_1 CPU 6
1969359 Task 43_1 CPU 3
2119251 Task 22_2 CPU 3
2137211 Task 43_1 CPU 3
2304836 Task 76_1 CPU 3
2348007 Task 92_1 CPU 6
2356306 Task 18_1 CPU 6
2535765 Task 43_1 CPU 3
2671386 Task 6_2 CPU 3
2724267 Task 43_1 CPU 3
2752403 Task 19_3 CPU 3
2754667 Task 43_1 CPU 3
2859239 Task 4_2 CPU 3
2878906 Task 43_1 CPU 3
2920502 Task 72_2 CPU 3
2928999 Task 38_2 CPU 6
2933797 Task 18_1 CPU 3
2947060 Task 43_1 CPU 6
3062405 Task 33_1 CPU 2
3088904 Task 60_1 CPU 2
3136440 Task 33_1 CPU 7
3177451 Task 36_1 CPU 2
3197715 Task 42_2 CPU 2
3232090 Task 36_1 CPU 2
3315637 Task 44_1 CPU 5
3388099 Task 21_2 CPU 5
3393972 Task 44_1 CPU 5
3394705 Task 3_3 CPU 5
3408677 Task 44_1 CPU 5
3477649 Task 27_2 CPU 5
3530496 Task 44_1 CPU 5
3637833 Task 53_1 CPU 5
3650096 Task 44_1 CPU 5
3713419 Task 9_2 CPU 5
3721574 Task 44_1 CPU 5
3727822 Task 37_1 CPU 1
3744725 Task 95_2 CPU 1
3749980 Task 61_2 CPU 5
3750320 Task 68_2 CPU 2
3752989 Task 36_1 CPU 1
3760259 Task 44_1 CPU 2
3771120 Task 37_1 CPU 5
4081589 Task 63_1 CPU 5
4128604 Task 19_4 CPU 2
4130868 Task 44_1 CPU 2
4191784 Task 37_1 CPU 8
4238501 Task 22_3 CPU 8
4256461 Task 37_1 CPU 8
4859295 Task 67_2 CPU 4
5092057 Task 3_4 CPU 5
5108396 Task 92_2 CPU 1
5205008 Task 15_2 CPU 1
5323282 Task 59_2 CPU 4
5342771 Task 6_3 CPU 1
5504805 Task 19_5 CPU 1
5668231 Task 58_2 CPU 4
5718477 Task 4_3 CPU 1
5857997 Task 38_3 CPU 1
6083590 Task 72_3 CPU 1
6357751 Task 22_4 CPU 1
6395429 Task 42_3 CPU 1
6491599 Task 95_3 CPU 1
6776197 Task 21_3 CPU 5
6789409 Task 3_5 CPU 5
6881006 Task 19_6 CPU 1
6921944 Task 96_1 CPU 1
6955297 Task 27_3 CPU 5
7186548 Task 23_2 CPU 1
7317845 Task 92_3 CPU 1
7426837 Task 9_3 CPU 5
7767665 Task 12_2 CPU 1
7867177 Task 45_2 CPU 6
8014156 Task 6_4 CPU 1
8042900 Task 53_2 CPU 5
8089726 Task 72_4 CPU 1
8257207 Task 19_7 CPU 1
8266025 Task 40_2 CPU 1
8477001 Task 22_5 CPU 1
8486761 Task 3_6 CPU 5
8577715 Task 4_4 CPU 1
8664347 Task 78_1 CPU 1
8786995 Task 38_4 CPU 2
9051440 Task 8_2 CPU 5
9241906 Task 100_1 CPU 2
9341966 Task 58_3 CPU 4
9593143 Task 42_4 CPU 2
9607636 Task 92_4 CPU 4
9633408 Task 19_8 CPU 2
9742059 Task 96_2 CPU 1
9932992 Task 59_3 CPU 4
10164295 Task 21_4 CPU 5
10184113 Task 3_7 CPU 5
10399779 Task 28_2 CPU 6
10410015 Task 15_3 CPU 1
10432945 Task 27_4 CPU 5
10493727 Task 61_3 CPU 5
10596251 Task 22_6 CPU 1
10607798 Task 64_1 CPU 2
10685541 Task 6_5 CPU 1
10844827 Task 95_4 CPU 1
11009609 Task 19_9 CPU 2
11140255 Task 9_4 CPU 5
11240899 Task 67_3 CPU 4
11319295 Task 68_3 CPU 2
11352751 Task 92_5 CPU 4
11436953 Task 4_5 CPU 1
11715993 Task 38_5 CPU 2
11881465 Task 3_8 CPU 5
12132751 Task 73_1 CPU 1
12240409 Task 61_4 CPU 5
12385810 Task 19_10 CPU 2
12535335 Task 53_3 CPU 5
12715501 Task 22_7 CPU 1
12790857 Task 42_5 CPU 2
13153429 Task 58_4 CPU 4
13211566 Task 72_5 CPU 1
13356926 Task 6_6 CPU 1
13387930 Task 16_2 CPU 7
13552393 Task 21_5 CPU 5
13578817 Task 3_9 CPU 5
13762011 Task 19_11 CPU 2
13910593 Task 27_5 CPU 5
13950095 Task 95_5 CPU 1
14027997 Task 34_2 CPU 3
14221584 Task 59_4 CPU 4
14296191 Task 4_6 CPU 1
14373095 Task 23_3 CPU 1
14527901 Task 75_1 CPU 1
14644991 Task 38_6 CPU 2
14834751 Task 22_8 CPU 2
14853673 Task 9_5 CPU 5
14882849 Task 92_6 CPU 4
15138212 Task 19_12 CPU 2
15276169 Task 3_10 CPU 5
15535329 Task 12_3 CPU 1
15615022 Task 15_4 CPU 1
15734353 Task 45_3 CPU 6
15775388 Task 5_2 CPU 6
15988571 Task 42_6 CPU 2
16028311 Task 6_7 CPU 1
16227674 Task 61_5 CPU 5
16351287 Task 67_4 CPU 4
16445188 Task 76_2 CPU 3
16456870 Task 95_6 CPU 1
16514413 Task 19_13 CPU 2
16532049 Task 40_3 CPU 1
16572881 Task 68_4 CPU 2
16940491 Task 21_6 CPU 5
16954001 Task 22_9 CPU 2
16973521 Task 3_11 CPU 5
17155429 Task 4_7 CPU 1
17384840 Task 72_6 CPU 1
17388241 Task 27_6 CPU 5
17573989 Task 38_7 CPU 2
17589004 Task 53_4 CPU 5
17660922 Task 88_1 CPU 1
17857403 Task 60_2 CPU 2
17890614 Task 19_14 CPU 3
18012670 Task 93_1 CPU 2
18102879 Task 8_3 CPU 5
18393658 Task 61_6 CPU 5
18528079 Task 96_3 CPU 1
18567091 Task 9_6 CPU 5
18670873 Task 3_12 CPU 5
18699696 Task 6_8 CPU 1
19001620 Task 59_5 CPU 4
19073251 Task 22_10 CPU 2
19186285 Task 42_7 CPU 2
19266815 Task 19_15 CPU 3
19295767 Task 72_7 CPU 1
20014667 Task 4_8 CPU 1
20166210 Task 58_5 CPU 4
20328589 Task 21_7 CPU 5
20368225 Task 3_13 CPU 5
20429968 Task 92_7 CPU 4
20502987 Task 38_8 CPU 2
20607185 Task 20_2 CPU 8
20643016 Task 19_16 CPU 3
20799557 Task 28_3 CPU 6
20820029 Task 15_5 CPU 1
20865889 Task 27_7 CPU 5
21192501 Task 22_11 CPU 2
21371081 Task 6_9 CPU 1
21551023 Task 61_7 CPU 5
21559642 Task 23_4 CPU 1
21656837 Task 48_2 CPU 4
21712176 Task 96_4 CPU 1
21805430 Task 39_2 CPU 5
21960273 Task 72_8 CPU 1
22019217 Task 19_17 CPU 3
22065577 Task 3_14 CPU 1
22097761 Task 95_7 CPU 1
22185388 Task 94_1 CPU 1
22280509 Task 9_7 CPU 2
22322785 Task 59_6 CPU 4
22383999 Task 42_8 CPU 2
22633839 Task 64_2 CPU 2
22873905 Task 4_9 CPU 1
22954500 Task 1_2 CPU 1
23040295 Task 92_8 CPU 4
23302993 Task 12_4 CPU 1
23311751 Task 22_12 CPU 2
23395418 Task 19_18 CPU 3
23431985 Task 38_9 CPU 2
23438752 Task 86_1 CPU 1
23584747 Task 58_6 CPU 4
23601529 Task 45_4 CPU 6
23716687 Task 21_8 CPU 5
23762929 Task 3_15 CPU 1
24042466 Task 6_10 CPU 1
24082992 Task 82_1 CPU 2
24136008 Task 68_5 CPU 1
24343537 Task 27_8 CPU 5
24603049 Task 95_8 CPU 1
24754753 Task 72_9 CPU 1
24771619 Task 19_19 CPU 3
24798073 Task 40_4 CPU 1
25431001 Task 22_13 CPU 2
25460281 Task 3_16 CPU 1
25581713 Task 42_9 CPU 2
25733143 Task 4_10 CPU 1
25764176 Task 61_8 CPU 5
25968808 Task 71_1 CPU 1
25993927 Task 9_8 CPU 2
26025036 Task 15_6 CPU 2
26147820 Task 19_20 CPU 3
26215737 Task 26_2 CPU 3
26307705 Task 57_1 CPU 1
26360983 Task 38_10 CPU 2
26644121 Task 70_1 CPU 1
26713851 Task 6_11 CPU 2
26717162 Task 92_9 CPU 4
26775859 Task 16_3 CPU 7
26985916 Task 59_7 CPU 4
27053875 Task 72_10 CPU 1
27104785 Task 21_9 CPU 5
27154318 Task 8_4 CPU 5
27157633 Task 3_17 CPU 1
27417729 Task 60_3 CPU 2
27524021 Task 19_21 CPU 3
27550251 Task 22_14 CPU 2
27550858 Task 74_1 CPU 1
